1.625609099864959717e-01,2.050121873617172241e-01,4.379785954952239990e-01,-3.692041337490081787e-01,-3.441917523741722107e-02,6.338433623313903809e-01,-1.721777170896530151e-01,-8.180034756660461426e-01,1.064969226717948914e-01,3.911609351634979248e-01,2.347514033317565918e-02,-1.712772399187088013e-01,-9.279176592826843262e-01,-1.244095638394355774e-01,-5.762165784835815430e-02,-9.870626032352447510e-02
1.773725450038909912e-01,2.165021747350692749e-02,4.205417335033416748e-01,2.549083828926086426e-01,2.346497215330600739e-02,-3.383624255657196045e-01,-1.862453818321228027e-01,4.060388803482055664e-01,-3.705036044120788574e-01,6.086668968200683594e-01,-9.717964380979537964e-02,2.789749801158905029e-01,1.695830821990966797e-01,2.950590550899505615e-01,-7.079516071826219559e-03,-2.020732685923576355e-02
5.598981976509094238e-01,-5.896998047828674316e-01,-4.197911024093627930e-01,-1.231980249285697937e-01,-1.097696721553802490e-01,-4.241523742675781250e-01,9.241755120456218719e-03,-2.414086833596229553e-02,4.327405989170074463e-01,8.275628089904785156e-02,4.101771116256713867e-01,2.214453518390655518e-01,1.560173034667968750e-01,-1.943999826908111572e-01,2.921699285507202148e-01,2.729273028671741486e-02
-2.904813885688781738e-01,2.867403626441955566e-01,9.487031400203704834e-02,-2.317498475313186646e-01,-7.662669289857149124e-03,-1.573013700544834137e-02,9.436595439910888672e-02,-5.296269655227661133e-01,3.627508506178855896e-02,-1.679880321025848389e-01,8.876052685081958771e-03,-5.210414528846740723e-02,-3.427814319729804993e-02,-2.447014153003692627e-01,5.882015079259872437e-02,-7.941539287567138672e-01
1.590751484036445618e-02,2.732825279235839844e-02,1.993955820798873901e-01,-2.355789095163345337e-01,5.569110065698623657e-02,2.781952917575836182e-02,7.515053451061248779e-02,-1.874201148748397827e-01,9.091087430715560913e-02,4.166510999202728271e-01,8.391531184315681458e-03,1.893656328320503235e-02,-2.658993005752563477e-01,1.481295039411634207e-04,1.176252290606498718e-01,-6.178224086761474609e-02
-2.048988789319992065e-01,3.899701535701751709e-01,2.094800323247909546e-01,-4.604894220829010010e-01,4.490757361054420471e-02,-7.263978011906147003e-03,4.115530550479888916e-01,-1.372180432081222534e-01,-1.224380359053611755e-02,5.640685930848121643e-02,-2.607475407421588898e-02,-5.584026500582695007e-02,-3.619096279144287109e-01,-1.108465865254402161e-01,-3.199896216392517090e-01,-1.533263325691223145e-01
2.434080541133880615e-01,2.993713617324829102e-01,1.302640289068222046e-01,-4.762077331542968750e-01,-2.352627664804458618e-01,5.074322819709777832e-01,-7.716434542089700699e-03,-6.097137928009033203e-01,2.779854461550712585e-02,5.713990926742553711e-01,-8.180979639291763306e-02,-2.201569229364395142e-01,-7.177864313125610352e-01,7.513257861137390137e-02,-2.534687519073486328e-01,-1.257866173982620239e-01
5.553778260946273804e-02,3.042101301252841949e-02,1.161566674709320068e-01,-2.047633230686187744e-01,-3.158063814043998718e-02,-1.505779922008514404e-01,-2.188459187746047974e-01,1.151991114020347595e-01,2.497634291648864746e-02,4.237575083971023560e-02,-5.547614768147468567e-02,-1.940536946058273315e-01,-2.939913570880889893e-01,2.025112956762313843e-01,-8.883817493915557861e-02,-6.202850937843322754e-01
1.007851436734199524e-01,-7.641160488128662109e-02,2.632834017276763916e-01,-2.092176862061023712e-02,-1.389568895101547241e-01,-8.354087173938751221e-02,6.359970569610595703e-02,-5.886786431074142456e-02,-8.888476341962814331e-02,2.522625625133514404e-01,6.257347296923398972e-03,-9.490881860256195068e-02,-1.203709840774536133e-01,2.677750885486602783e-01,7.619197666645050049e-02,-1.286148577928543091e-01
5.224817991256713867e-01,-1.714816093444824219e-01,-1.890539228916168213e-01,-1.522800512611865997e-02,6.149655953049659729e-02,-1.394205391407012939e-01,-3.494756519794464111e-01,-6.446544826030731201e-02,-7.483212649822235107e-02,5.533153563737869263e-02,-8.489803224802017212e-02,1.060329377651214600e-01,-7.605446577072143555e-01,-2.739597985055297613e-04,2.118096053600311279e-01,4.573532044887542725e-01
-1.154209896922111511e-01,-1.497849076986312866e-01,2.655072137713432312e-02,-2.122827619314193726e-01,-1.402845885604619980e-02,-6.551124155521392822e-02,-1.891590058803558350e-01,2.077985703945159912e-01,-6.182843819260597229e-02,1.416055671870708466e-02,-5.574477836489677429e-03,-1.115384418517351151e-02,-1.273741126060485840e-01,1.901309639215469360e-01,2.891155481338500977e-01,-2.780466675758361816e-01
7.099294066429138184e-01,1.343421489000320435e-01,4.545449018478393555e-01,1.900545060634613037e-01,8.532472699880599976e-02,7.962777465581893921e-02,-9.221974015235900879e-02,4.725234955549240112e-02,1.950616836547851562e-01,2.767442762851715088e-01,1.013493910431861877e-01,8.314838632941246033e-03,1.665966399013996124e-02,4.665218591690063477e-01,2.656223624944686890e-02,2.797947824001312256e-01
4.703713655471801758e-01,-6.274281442165374756e-02,1.914545148611068726e-01,-1.197037622332572937e-01,3.611666336655616760e-02,-4.298979416489601135e-02,-3.170766234397888184e-01,-4.553600028157234192e-02,1.066202968358993530e-01,4.117870032787322998e-01,-1.106894388794898987e-01,-4.033825099468231201e-01,-4.289167225360870361e-01,-8.569155633449554443e-02,-9.216722846031188965e-02,1.969182789325714111e-01
-6.063378453254699707e-01,3.703491091728210449e-01,7.275789976119995117e-01,1.932327449321746826e-02,5.235025286674499512e-01,-3.638824820518493652e-01,4.202291369438171387e-01,-3.190864324569702148e-01,4.852471053600311279e-01,-2.842758297920227051e-01,2.268292009830474854e-02,3.437516838312149048e-02,4.367681741714477539e-01,2.514577656984329224e-02,-1.851802319288253784e-01,-5.498164296150207520e-01
3.414589464664459229e-01,3.238234519958496094e-01,4.318805932998657227e-01,-9.564230591058731079e-02,-3.403611108660697937e-02,2.899783849716186523e-01,3.016952276229858398e-01,-7.044319529086351395e-03,-1.009022295475006104e-01,4.498105645179748535e-01,-1.134851053357124329e-01,1.648002862930297852e-01,-2.266995310783386230e-01,2.181476503610610962e-01,-1.015288606286048889e-01,3.085158066824078560e-03
1.303938329219818115e-01,2.911203801631927490e-01,-1.712551862001419067e-01,-3.842036426067352295e-01,1.065773051232099533e-02,8.321705460548400879e-02,-1.190081536769866943e-01,-7.444713264703750610e-02,2.274341136217117310e-01,3.074306845664978027e-01,-1.276785284280776978e-01,-5.987519770860671997e-02,-4.916751086711883545e-01,4.184192046523094177e-02,-6.310268491506576538e-02,-1.618599593639373779e-01
-1.324710785411298275e-03,-3.430897295475006104e-01,-1.937799304723739624e-01,4.276723787188529968e-02,-1.190300360321998596e-01,-8.978632278740406036e-03,1.736944727599620819e-02,4.559868946671485901e-02,-3.047774918377399445e-02,-1.813504993915557861e-01,9.023932367563247681e-02,6.221427395939826965e-02,-1.042282488197088242e-02,-3.408462554216384888e-02,1.609148383140563965e-01,2.353625372052192688e-02
1.110668182373046875e-01,-2.775144577026367188e-01,-4.850872606039047241e-02,4.156631827354431152e-01,2.482038922607898712e-02,-3.518932759761810303e-01,1.041145771741867065e-01,2.513919174671173096e-01,-3.231136128306388855e-02,-4.791151285171508789e-01,-9.863525629043579102e-02,2.398674786090850830e-01,6.534548997879028320e-01,-5.003446713089942932e-03,-1.759209930896759033e-01,1.395800709724426270e-01
-1.479631215333938599e-01,-3.834458589553833008e-01,-3.247144399210810661e-03,4.490033984184265137e-01,2.792839705944061279e-01,-1.030577898025512695e+00,1.191029325127601624e-01,5.845898985862731934e-01,-4.967275261878967285e-01,-8.012957572937011719e-01,1.678927987813949585e-01,2.371518611907958984e-01,1.785474181175231934e+00,2.567645162343978882e-02,-4.461054503917694092e-01,3.830372691154479980e-01
-2.597333192825317383e-01,-5.068395733833312988e-01,-4.635120928287506104e-01,1.232974082231521606e-01,1.110669504851102829e-02,4.140368700027465820e-01,1.805644184350967407e-01,-5.888808146119117737e-02,-3.031021170318126678e-02,-4.937090575695037842e-01,5.262257531285285950e-02,4.617490619421005249e-02,5.682272315025329590e-01,-6.999190151691436768e-02,-3.859691694378852844e-02,-2.581209540367126465e-01
-7.463917136192321777e-03,-1.679064482450485229e-01,-4.658657312393188477e-02,1.898886859416961670e-01,1.933711320161819458e-01,1.129708215594291687e-01,1.461082398891448975e-01,3.211647272109985352e-01,-2.482890486717224121e-01,-2.039083242416381836e-01,1.216692291200160980e-02,6.685182452201843262e-03,2.031859457492828369e-01,-7.766332942992448807e-03,-2.452402859926223755e-01,1.734251528978347778e-01
-1.816111654043197632e-01,-1.332352031022310257e-02,4.039179980754852295e-01,-1.051844581961631775e-01,-9.135042876005172729e-02,7.691207341849803925e-03,-8.370155096054077148e-02,5.561293289065361023e-02,-2.944734692573547363e-02,-1.251664459705352783e-01,-5.365347117185592651e-02,1.064695343375205994e-01,-3.359318152070045471e-02,-9.952118247747421265e-02,1.203309651464223862e-02,-1.317188888788223267e-01
2.091161757707595825e-01,-2.333420068025588989e-01,-5.484302639961242676e-01,1.226183399558067322e-01,-2.387826293706893921e-01,3.689738512039184570e-01,-6.900836527347564697e-02,-2.785061895847320557e-01,2.208738476037979126e-01,-6.856924891471862793e-01,-9.496393799781799316e-02,-1.328639835119247437e-01,-9.345814585685729980e-02,-6.443399935960769653e-02,8.655256032943725586e-02,3.539561107754707336e-02
-2.679977715015411377e-01,-4.500326216220855713e-01,8.025082945823669434e-02,-1.145745441317558289e-01,5.571874976158142090e-02,5.118231102824211121e-02,-3.143587708473205566e-01,2.184318304061889648e-01,-9.732604771852493286e-02,-7.868716120719909668e-01,-1.869024187326431274e-01,-1.693572103977203369e-01,2.267724126577377319e-01,-1.558108031749725342e-01,1.100207269191741943e-01,-5.031025409698486328e-01
-6.462361663579940796e-02,-1.773117482662200928e-02,1.005957350134849548e-01,2.333115041255950928e-01,1.800799369812011719e-02,2.882977202534675598e-02,1.720657944679260254e-01,5.539265461266040802e-03,-7.693779468536376953e-02,5.006445944309234619e-02,7.927566766738891602e-02,-2.014695852994918823e-01,-1.623626500368118286e-01,2.541303038597106934e-01,-2.064665853977203369e-01,-3.393422439694404602e-02
